distance_m,approach_rate_mps,pitch,roll,accel_magnitude,gyro_magnitude,tilt_magnitude,visibility_m,humidity_percent,label
20.22,1.77,3.56,-3.99,0.9289,0.1287,5.3522,7.8,75.8,1
59.2,1.09,-2.42,-0.2,0.4353,0.1973,2.4246,21.0,47.6,0
21.58,2.4,5.98,-3.51,0.8331,0.4604,6.9339,17.1,60.3,1
23.4,1.28,-19.36,-14.6,1.6913,0.5037,24.2511,14.9,59.8,2
12.09,3.54,6.09,-0.79,0.8371,0.9708,6.1438,9.4,90.9,2
48.26,1.29,-0.05,0.49,0.29,0.1933,0.4944,22.3,62.3,0
19.3,1.71,-0.67,0.47,0.8274,0.4248,0.8174,9.8,70.8,1
21.69,2.42,-0.29,1.32,0.4727,0.3887,1.354,6.1,67.1,1
1.92,18.48,2.22,-2.15,3.038,2.8466,3.0945,4.6,84.2,3
48.16,0.1,0.33,0.6,0.3532,0.1677,0.6783,15.5,35.2,0
11.47,5.87,-5.58,3.11,1.6951,0.9298,6.3892,6.0,82.7,2
23.07,2.9,-8.39,-0.59,0.4736,0.6624,8.4086,17.3,69.2,1
48.26,1.17,-2.32,-0.31,0.4329,0.1676,2.342,17.7,51.2,0
61.73,1.41,-2.77,-0.49,0.377,0.2492,2.8146,24.0,54.4,0
12.83,6.16,-0.7,3.89,0.7377,0.9002,3.9551,8.4,80.4,2
27.11,1.67,6.26,-6.91,0.9943,0.2145,9.3246,12.5,55.0,1
35.57,0.8,-0.24,-6.66,0.4257,0.2116,6.6656,18.1,43.1,0
16.49,1.81,-0.74,5.05,1.0435,0.3973,5.1072,13.0,66.1,1
11.79,3.23,-1.08,4.61,0.5708,0.4195,4.7314,8.9,61.6,1
0.73,18.39,-23.79,-0.07,0.8845,1.1636,23.789,3.7,85.1,3
13.19,3.75,1.38,-3.59,1.1567,0.5426,3.8478,10.2,79.4,1
49.78,0.88,1.03,-0.4,0.4277,0.073,1.1049,19.5,43.3,0
25.86,2.64,28.51,-17.13,2.2534,2.1192,33.2635,4.5,84.4,3
17.16,3.68,-10.2,-6.79,0.5927,0.3465,12.2509,17.7,76.0,1
47.86,-0.75,0.32,0.51,0.554,0.2264,0.5996,15.5,59.8,0
25.47,-0.51,7.15,-24.86,7.386,1.1419,25.8712,7.4,81.6,1
8.53,6.59,1.43,5.82,1.0948,0.2979,5.9956,7.3,87.9,2
7.69,9.02,5.22,9.77,1.1546,1.1909,11.0823,4.2,94.1,3
24.82,0.62,-7.64,-0.75,0.6753,0.3314,7.6769,17.5,79.0,1
26.07,0.86,-3.32,0.39,0.8944,0.3324,3.3397,14.2,73.7,1
22.15,3.62,-9.14,6.19,0.7387,0.619,11.0379,13.3,77.0,1
10.5,2.43,2.22,1.32,0.5976,0.4547,2.5793,9.2,64.8,1
67.66,0.73,-0.15,-2.01,0.6177,0.099,2.0152,22.8,44.0,0
25.48,-0.52,0.44,-0.63,0.3884,0.1346,0.7721,19.6,48.8,0
32.91,1.73,21.27,17.58,2.741,0.8027,27.5944,13.1,52.2,3
21.44,2.54,-3.95,-0.38,0.6079,0.1335,3.9708,17.9,79.9,1
29.11,1.15,-4.43,-0.56,0.3182,0.061,4.4672,16.7,52.2,0
24.6,2.39,0.76,-2.5,0.9171,0.5473,2.6171,17.5,76.7,1
35.63,0.8,-2.72,-2.02,0.4479,0.1141,3.3938,15.5,30.4,0
0.63,8.87,6.17,2.49,0.4748,1.1767,6.6557,4.2,84.8,3
9.7,5.73,8.79,-6.17,0.9232,0.4685,10.7349,5.2,74.7,2
78.35,-0.78,0.83,-4.99,0.9068,0.1731,5.0538,21.1,44.6,0
68.23,-0.28,3.31,0.57,0.2194,0.0238,3.3552,16.6,64.9,0
12.25,6.8,-3.3,-5.1,1.2315,0.8919,6.077,9.1,72.9,2
13.59,5.52,17.36,-11.15,1.8807,0.4713,20.6351,8.3,88.3,2
24.96,0.22,-1.46,-2.08,0.4169,0.1813,2.5432,16.8,46.9,0
24.66,1.95,1.35,-1.3,1.2721,0.8693,1.874,15.8,65.5,1
74.78,0.28,2.67,0.22,0.3707,0.2134,2.6756,21.3,55.7,0
11.12,0.95,24.35,15.89,4.0871,0.5241,29.08,11.9,50.7,3
27.45,2.07,3.95,0.07,0.5079,0.5106,3.9548,10.1,81.0,1
17.69,3.32,0.63,0.16,1.2394,0.2048,0.6504,14.9,67.4,1
7.0,6.79,-6.01,3.14,2.0033,0.6157,6.7763,2.8,95.2,3
13.43,1.13,28.98,-16.34,1.5422,1.5914,33.2667,4.9,78.8,3
23.18,3.1,-7.92,-7.93,4.8676,1.0507,11.2076,4.8,92.3,1
5.56,10.53,7.52,1.62,1.8026,0.7819,7.6955,7.8,72.0,2
3.31,16.35,-0.79,-1.64,2.3658,1.5823,1.824,2.3,84.0,3
28.17,-0.35,1.15,1.74,0.1817,0.168,2.0889,22.9,52.2,0
6.34,9.08,29.12,-0.59,0.6756,0.3031,29.1291,9.1,80.8,2
5.22,10.0,0.25,6.26,0.7299,1.1299,6.267,3.6,92.0,3
0.7,8.68,-6.91,2.41,3.2894,0.6425,7.3187,1.5,91.4,3
36.61,2.17,21.86,11.74,2.3722,1.2437,24.8108,12.0,79.9,2
14.79,0.25,-29.25,13.6,1.1427,0.891,32.2527,11.6,75.2,3
10.04,5.04,-2.74,-4.46,1.4131,0.7877,5.2402,5.6,84.9,2
6.57,7.18,-5.52,1.87,1.505,0.433,5.8259,3.7,91.1,3
27.89,2.89,-3.3,-11.15,4.2487,2.2591,11.6291,2.3,88.4,1
6.82,10.57,2.92,4.59,1.4301,1.7771,5.4358,2.8,95.3,3
63.41,0.98,2.18,3.31,0.4529,0.178,3.9599,20.8,32.7,0
2.19,8.0,3.6,-3.1,2.0683,0.6912,4.7512,4.1,92.0,3
4.66,8.33,-7.63,-1.8,1.699,1.2045,7.8392,4.6,91.1,3
72.77,0.92,-0.55,0.29,0.5967,0.1962,0.6189,22.2,60.7,0
34.14,1.51,16.6,13.19,1.3574,0.374,21.2025,10.0,56.3,2
6.68,7.6,3.28,-12.74,1.0751,0.1229,13.1575,5.4,74.4,2
10.35,5.3,12.45,7.16,2.5941,0.6194,14.361,3.6,88.0,2
28.27,-0.04,1.4,2.61,0.5013,0.055,2.9622,18.1,45.8,0
59.99,-0.69,-0.01,0.4,0.6073,0.1712,0.3985,22.6,60.0,0
4.73,6.85,-6.92,4.25,1.0367,0.8751,8.1224,7.1,89.7,2
17.44,2.96,-9.54,-1.65,0.3769,1.1694,9.6779,10.8,58.4,1
5.65,5.21,-1.58,4.13,0.3429,0.7969,4.4193,8.7,76.4,2
10.36,3.16,-3.93,6.93,1.8856,0.6843,7.9678,6.5,91.2,2
40.07,-0.84,-0.3,-1.35,0.7935,0.2571,1.3786,19.8,36.3,0
3.09,17.38,0.88,6.59,1.3659,0.4464,6.6528,2.3,94.8,3
10.31,0.99,0.24,-0.65,1.1293,1.0289,0.6917,15.8,67.9,1
15.71,1.93,4.73,-5.06,0.6975,0.4412,6.9252,12.3,76.4,1
36.62,-0.58,0.19,-3.23,0.4978,0.0467,3.2323,20.0,38.0,0
28.26,0.17,0.26,-3.16,0.7246,0.0507,3.173,21.2,64.2,0
10.81,1.26,14.58,5.96,0.3916,0.5261,15.7481,15.0,58.9,1
24.87,1.24,-3.51,-3.16,1.0962,0.6137,4.7227,6.7,75.5,1
25.72,3.83,-1.52,-0.51,0.5237,0.1033,1.6002,9.1,57.4,1
49.57,0.17,1.17,4.64,0.483,0.2311,4.7852,22.3,31.0,0
13.22,4.24,1.33,5.1,0.5036,0.669,5.2648,9.9,72.7,2
14.62,1.44,6.62,-0.58,0.5113,0.4362,6.645,17.3,56.2,1
24.52,1.66,2.42,2.99,1.3504,0.3532,3.8493,9.4,66.0,1
11.77,9.69,5.17,10.69,1.3519,1.1824,11.8696,4.8,90.2,2
1.05,16.23,-1.39,-2.45,0.4282,1.1379,2.814,5.2,86.6,3
25.6,3.91,-2.12,3.17,0.4057,0.4714,3.814,8.2,55.6,1
66.08,0.74,2.78,0.12,0.3254,0.2264,2.7851,18.6,33.1,0
25.89,2.92,-2.58,4.16,1.7832,0.3915,4.8939,12.6,78.5,1
5.07,11.6,5.06,5.97,1.4016,1.2092,7.8209,4.1,86.2,3
60.74,1.37,-2.94,2.44,0.4354,0.0995,3.8261,22.4,47.5,0
6.12,3.54,-7.89,5.29,0.8386,1.3039,9.4962,7.0,81.9,2
12.62,0.81,4.7,3.12,0.9118,0.521,5.6391,17.2,80.9,1
6.84,3.16,1.18,-5.88,1.6372,0.5337,5.9931,4.8,85.6,2
5.2,9.99,-5.52,0.99,1.3758,0.9054,5.606,4.6,88.1,2
19.31,0.68,2.93,-0.32,0.9409,0.3505,2.9422,12.3,66.1,1
54.43,-0.5,-0.04,2.15,0.2783,0.1692,2.1456,20.8,52.0,0
68.13,-0.53,0.82,-0.76,0.2591,0.2708,1.1182,20.0,33.5,0
43.1,-0.88,0.51,1.2,0.0857,0.1423,1.3048,19.8,42.0,0
25.3,3.6,-0.58,8.73,1.0402,0.6385,8.7514,12.4,60.2,1
27.73,0.68,2.88,-5.96,3.4431,1.3202,6.6201,7.2,87.4,1
16.8,3.95,-0.19,2.86,0.5937,0.3189,2.8696,10.7,76.0,1
35.44,1.36,16.26,11.24,3.801,0.4754,19.7681,8.0,84.3,2
15.53,3.15,-1.31,-1.87,0.9025,0.3796,2.2818,16.0,75.2,1
52.38,1.01,-2.23,0.68,0.4475,0.0918,2.3304,19.7,30.3,0
22.59,2.77,-0.56,1.61,1.7718,0.3731,1.7017,14.1,56.4,1
47.64,0.47,1.22,0.17,0.5206,0.0873,1.2364,24.6,48.1,0
34.56,0.28,2.18,1.8,0.2501,0.1004,2.8253,23.1,60.6,0
7.31,11.92,2.17,7.48,3.7722,0.3758,7.7854,4.5,90.5,3
25.22,2.03,2.01,-6.95,0.7518,0.373,7.2393,9.3,67.0,1
6.42,7.01,-3.43,3.73,2.0054,0.6752,5.0731,5.2,95.6,3
15.51,0.45,-20.6,-17.18,1.6946,1.5628,26.8196,6.0,74.6,3
26.66,2.24,-4.01,-6.34,0.5989,0.3095,7.4997,6.9,78.8,1
15.12,4.28,-12.53,-0.82,1.7671,0.7263,12.5539,6.9,88.0,2
18.05,3.59,0.16,-5.53,0.3359,0.5972,5.5305,12.3,76.5,1
74.3,-0.11,-1.89,-1.92,0.4504,0.1451,2.69,15.4,42.9,0
53.51,1.18,-2.2,-2.75,0.1394,0.0701,3.5167,23.2,36.6,0
8.79,4.19,-0.17,-5.27,3.3618,2.7615,5.2728,2.0,94.1,1
16.17,2.85,8.97,-1.03,0.6794,0.4153,9.0319,6.4,56.8,1
36.05,-0.55,-0.63,-1.64,0.1799,0.1093,1.7605,21.3,31.1,0
7.36,9.21,3.88,5.5,1.0994,0.9687,6.7321,8.4,73.1,2
12.08,5.87,3.57,1.29,1.0786,0.7147,3.795,4.2,91.4,2
14.07,1.86,-2.5,1.1,0.5911,0.3581,2.7282,11.5,65.6,1
13.84,2.04,-4.12,-6.48,0.9203,0.4053,7.68,9.4,67.3,1
7.96,9.93,1.71,8.83,2.4688,1.4138,8.993,2.4,92.8,3
31.8,0.44,-17.42,-21.87,2.4938,0.569,27.9637,14.3,56.2,3
22.39,2.1,3.14,-0.18,0.8074,0.3109,3.1473,6.4,70.7,1
3.2,18.33,-10.93,-3.81,1.4517,0.6423,11.5753,2.8,91.6,3
14.91,2.85,0.38,0.23,1.3871,0.5483,0.4396,14.9,78.6,1
17.06,3.04,12.08,0.34,0.6563,0.5199,12.0883,8.9,72.8,1
65.49,-0.36,-0.62,1.33,0.2234,0.2744,1.471,23.0,35.5,0
10.79,4.27,1.7,-1.92,1.3699,0.4231,2.5708,6.0,91.1,2
20.48,-0.97,-0.82,1.34,0.3388,0.1844,1.5742,20.0,32.1,0
21.3,1.36,-11.73,3.16,0.714,0.2388,12.1459,12.0,78.1,1
24.28,1.49,-8.49,-1.13,0.2887,0.2256,8.5619,17.2,81.6,1
23.33,1.05,7.66,-3.37,0.3217,0.2469,8.3685,17.0,56.1,1
54.0,-0.38,-0.16,3.28,0.4353,0.1556,3.2815,21.1,49.3,0
12.04,2.71,-12.34,-2.22,0.9445,0.2734,12.5366,12.8,59.9,1
75.41,0.51,-1.73,-2.21,0.2249,0.1414,2.8119,17.5,39.4,0
15.88,2.26,3.72,1.0,0.7755,0.7243,3.8558,14.0,72.6,1
21.37,1.8,-1.14,1.85,0.5281,0.2332,2.1763,6.2,76.3,1
61.15,-0.15,-0.55,-2.73,0.2062,0.2364,2.787,23.0,52.6,0
36.9,-0.7,-2.39,0.12,0.4569,0.206,2.3894,20.4,36.3,0
27.21,1.11,0.43,-1.99,0.4033,0.288,2.0335,23.5,59.1,0
69.28,0.13,0.19,2.55,0.4972,0.1454,2.56,15.9,46.8,0
23.37,2.9,-1.82,-0.79,0.3999,0.2923,1.9815,12.4,67.1,1
49.59,0.08,-3.53,-1.17,0.6399,0.2244,3.7228,25.0,32.5,0
11.22,1.47,-8.26,-3.2,0.7027,0.3847,8.8598,14.0,69.2,1
14.34,1.51,-24.69,19.03,3.0904,0.3893,31.1759,8.1,71.7,3
61.35,0.84,-0.28,-0.34,0.1463,0.1791,0.4432,20.9,49.6,0
26.61,2.94,-5.23,1.7,0.4072,0.528,5.4953,11.9,80.3,1
10.9,7.56,6.85,-3.26,0.9636,0.6048,7.5856,7.1,72.8,2
16.62,2.86,-3.78,3.85,0.6935,0.2386,5.3964,7.0,60.8,1
6.55,10.27,-1.75,-1.41,1.086,0.3492,2.2451,6.4,89.5,2
4.75,13.14,0.27,8.29,2.4077,0.9493,8.2968,3.7,93.1,3
65.79,0.98,-0.37,0.64,0.105,0.1771,0.7351,15.1,46.0,0
13.22,2.33,-2.02,3.91,1.7678,0.4165,4.4022,5.2,91.3,2
36.34,5.31,-13.38,-6.31,3.2332,1.0685,14.7921,6.9,90.5,2
14.49,3.15,2.3,-2.73,0.6636,0.5901,3.568,8.1,71.9,1
71.41,1.38,0.93,-0.61,0.5474,0.2018,1.1071,20.6,63.6,0
19.91,2.73,-4.75,1.32,0.2293,0.7456,4.9292,6.9,68.0,1
26.42,1.75,-1.48,6.1,0.7149,0.68,6.2807,13.0,55.9,1
23.55,0.03,2.88,2.92,0.5624,0.1459,4.0996,18.9,36.8,0
19.57,3.23,-1.28,1.6,0.8419,0.4048,2.049,10.2,63.4,1
5.31,6.54,-6.05,6.24,1.9464,0.1468,8.6892,6.1,81.9,2
11.43,6.64,0.54,4.23,0.6681,0.6637,4.2675,4.2,88.6,2
14.31,5.56,6.36,-11.53,0.933,0.4767,13.1653,7.4,86.6,2
2.22,13.53,0.51,3.59,2.4165,1.8443,3.6293,1.4,96.6,3
42.0,1.42,-0.85,-3.77,0.534,0.2107,3.8604,21.0,34.5,0
53.98,-0.95,2.52,-0.21,0.2038,0.0772,2.5292,15.4,64.7,0
19.4,3.28,5.85,5.39,0.5584,0.4869,7.9543,11.3,55.0,1
14.06,1.26,2.79,-3.28,0.6266,0.639,4.3094,6.1,79.6,1
20.25,0.85,-5.52,-0.14,0.5862,0.4258,5.517,13.2,59.5,1
38.81,1.5,1.22,2.48,0.3543,0.1951,2.7593,24.7,46.2,0
28.41,-0.68,-14.69,5.89,4.0294,2.26,15.8269,3.4,94.4,2
14.28,2.34,-15.29,-1.28,1.6613,0.9613,15.348,9.3,80.8,2
11.51,1.82,0.39,-2.57,1.1224,0.6345,2.6011,6.3,71.3,1
58.78,-0.23,-3.07,0.96,0.16,0.168,3.2119,20.4,64.0,0
22.91,2.84,-11.95,-7.06,0.4872,0.3848,13.88,7.3,60.4,1
1.8,11.04,6.64,-0.03,2.1931,0.9565,6.6401,1.2,96.6,3
23.21,0.51,-0.03,-0.86,0.3167,0.1664,0.8649,19.5,55.3,0
5.72,14.6,-0.31,1.98,2.6183,1.4872,2.0046,2.4,89.1,3
43.53,-0.11,-1.12,0.11,0.6189,0.121,1.1236,21.6,34.1,0
4.61,8.54,10.35,9.59,1.1245,0.8292,14.1073,6.4,87.5,2
17.13,-1.9,16.78,0.29,2.7964,0.9387,16.7858,2.3,77.1,2
25.32,3.28,-0.24,2.26,0.7554,0.45,2.2682,10.3,78.2,1
23.37,2.75,5.51,1.7,1.1449,0.2923,5.7645,10.2,71.2,1
10.19,1.39,2.53,-3.12,1.1758,0.497,4.0184,16.5,71.7,1
20.91,-0.78,10.23,-10.74,4.2096,1.306,14.83,4.9,81.2,2
11.37,3.18,-3.46,0.38,0.7083,0.4597,3.4835,8.8,63.9,1
8.38,5.03,6.54,3.95,0.8209,0.8453,7.645,7.6,72.7,2
31.13,-0.95,2.69,-2.71,0.4982,0.1604,3.8176,20.0,49.3,0
35.03,1.29,0.26,3.19,0.1115,0.2508,3.1973,22.8,50.7,0
14.16,3.56,-1.8,-2.48,0.8278,0.9562,3.0662,3.2,85.5,2
0.66,22.55,2.83,-1.57,1.9521,0.5822,3.2361,5.2,95.1,3
0.95,20.22,-6.41,0.84,1.6139,1.8758,6.4682,4.0,97.8,3
6.65,6.24,-9.76,4.2,1.8916,1.4111,10.6283,7.3,88.7,2
37.59,0.97,1.3,-0.73,0.4702,0.1334,1.4947,22.6,35.0,0
37.26,0.93,-0.57,0.21,0.1535,0.1023,0.6073,18.9,46.3,0
15.96,5.23,26.11,7.07,0.5254,0.5646,27.0482,4.9,91.9,2
22.25,1.52,0.26,-5.68,0.9482,0.4984,5.6815,14.1,65.2,1
22.2,1.58,3.76,-7.72,3.4293,1.2242,8.5891,7.9,85.3,1
27.36,3.13,-5.46,4.93,0.4396,0.3958,7.3522,12.1,62.6,1
64.48,-0.43,2.17,-0.69,0.3365,0.1381,2.2756,18.9,40.5,0
28.41,2.81,-8.12,4.29,3.3213,1.4476,9.1866,6.6,78.7,1
6.81,9.03,-1.49,8.68,1.297,1.9509,8.8029,4.8,89.9,3
22.47,2.36,-2.36,8.08,0.294,0.4244,8.4132,12.5,78.4,1
30.35,1.03,-0.05,0.62,0.4666,0.1448,0.62,15.9,50.8,0
53.93,-0.09,-1.07,1.93,0.233,0.2505,2.2103,16.3,55.7,0
59.73,0.39,-1.32,1.13,0.5332,0.0677,1.7398,17.6,59.7,0
14.69,3.11,-13.31,-0.33,1.9281,1.7518,13.317,8.1,87.6,2
21.36,1.02,5.26,0.06,0.8611,0.3751,5.257,12.5,61.2,1
21.2,1.57,0.77,5.19,0.6102,0.5982,5.25,15.5,73.6,1
31.08,1.09,2.26,4.08,0.3486,0.1435,4.662,19.4,64.3,0
53.76,-0.75,-0.7,2.41,0.3529,0.0821,2.5122,17.8,35.0,0
7.93,4.56,-2.9,7.12,2.1553,1.4166,7.689,2.9,86.8,3
27.24,2.97,-3.11,1.66,0.6006,0.3637,3.5202,10.2,77.1,1
3.52,14.47,10.66,3.26,2.3973,1.6476,11.1473,1.9,90.2,3
21.0,1.09,1.26,-1.42,0.7706,0.2683,1.902,19.0,59.3,0
10.84,6.32,-0.14,-5.04,1.011,0.4421,5.0428,9.7,81.3,2
24.06,3.14,-6.44,-4.97,0.5336,0.395,8.136,10.1,77.2,1
9.12,7.57,14.09,7.54,1.5386,1.4219,15.9838,6.1,81.7,2
43.54,1.26,-1.24,-2.52,0.141,0.0772,2.8086,18.0,44.3,0
43.92,-0.62,-3.14,-1.68,0.7054,0.1601,3.5646,15.9,60.7,0
67.39,0.99,0.8,2.25,0.411,0.1784,2.3907,21.4,37.3,0
8.26,8.96,5.87,1.69,1.1178,0.2494,6.1036,5.0,90.3,2
4.95,14.48,1.3,2.0,1.3311,0.559,2.3855,1.9,90.3,3
4.5,16.67,-2.78,6.98,1.3424,0.4216,7.5172,1.4,95.9,3
8.51,9.68,-4.54,-2.58,1.1465,0.9837,5.2261,4.2,82.2,2
9.56,9.56,11.37,3.43,1.2173,1.2649,11.8789,7.3,77.1,2
9.29,6.23,9.22,-6.6,1.8192,1.4458,11.3368,7.2,89.9,2
68.43,-0.32,3.63,1.23,0.2177,0.132,3.8365,18.7,38.9,0
36.29,-0.54,0.94,1.18,0.6193,0.1621,1.5108,18.0,37.7,0
7.15,5.0,2.09,1.87,2.5163,1.3804,2.8069,4.6,94.4,3
42.65,-1.0,-4.34,0.87,0.3593,0.2572,4.429,24.4,42.4,0
25.6,1.4,2.03,0.59,2.1328,0.5137,2.1123,7.3,58.0,1
77.06,-0.79,0.0,2.5,0.3323,0.1856,2.5022,23.1,51.3,0
6.97,11.63,11.51,-0.9,1.1016,0.263,11.5499,9.3,74.3,2
6.13,8.25,-0.99,-9.8,2.0706,0.7754,9.8505,4.8,92.3,3
17.09,2.01,3.41,0.65,0.7964,0.3264,3.4759,7.3,71.1,1
11.71,3.11,-2.22,4.02,0.513,0.8779,4.5893,15.9,69.4,1
47.43,-0.72,2.79,-1.51,0.3611,0.1489,3.1725,17.4,44.6,0
61.8,1.09,1.35,-2.65,0.6533,0.0553,2.975,22.7,56.8,0
69.76,0.55,2.12,-2.0,0.0947,0.1096,2.9164,16.0,39.7,0
8.73,5.38,10.51,4.85,0.627,0.3236,11.5732,7.6,85.4,2
25.35,0.63,1.97,-1.35,0.5185,0.1373,2.387,19.1,62.8,0
79.37,0.6,-3.56,-1.06,0.519,0.0829,3.7132,17.1,63.0,0
71.75,1.01,2.19,0.13,0.3691,0.1064,2.1892,22.7,40.6,0
12.5,3.24,4.5,4.69,1.4686,0.2441,6.5025,16.8,61.1,1
5.01,9.32,-8.18,-5.78,0.431,0.3257,10.0124,8.3,72.2,2
23.77,-0.14,-0.37,-2.77,0.1258,0.2286,2.7906,15.9,50.6,0
23.37,1.92,-1.06,3.12,0.5185,0.3851,3.2907,15.2,75.7,1
30.57,0.48,1.34,-2.9,0.1649,0.2646,3.1957,16.9,64.6,0
3.09,14.64,4.22,-4.95,0.598,0.4945,6.5021,4.2,93.4,3
31.53,-0.58,-6.14,4.02,0.4421,0.1152,7.337,15.6,51.2,0
12.0,3.66,4.47,4.31,0.5602,0.4424,6.206,8.3,61.7,1
14.26,2.86,1.64,5.28,1.9119,0.9739,5.5281,3.2,81.2,2
14.36,3.03,2.55,1.32,1.239,0.5011,2.8713,15.3,61.3,1
9.9,5.39,-2.66,-1.28,1.6964,1.4427,2.9558,9.0,76.6,2
15.37,2.84,-8.05,1.06,0.5737,0.0956,8.1188,14.1,80.5,1
27.94,2.56,16.37,1.99,0.3123,0.517,16.4921,10.1,66.4,1
63.95,1.34,-0.41,-2.63,0.5626,0.1759,2.6577,17.1,36.4,0
39.19,2.01,-20.16,18.73,2.3369,0.9177,27.5191,14.7,72.7,3
16.12,3.84,-4.25,5.91,0.3705,0.8772,7.2763,10.7,60.3,1
21.54,1.79,-3.87,-0.67,1.1834,0.6703,3.9324,8.3,70.0,1
5.74,6.77,-2.71,0.71,3.1561,1.2885,2.8008,2.0,94.1,3
48.68,0.63,-0.15,-1.3,0.2868,0.0688,1.3125,20.9,33.3,0
24.48,1.08,-1.26,3.74,0.8939,0.3552,3.948,16.8,77.1,1
7.72,8.85,8.97,-4.66,0.9541,0.545,10.1099,7.1,83.3,2
31.27,2.32,29.71,18.17,4.7431,1.3989,34.8207,4.1,59.4,3
24.87,3.38,-10.33,-0.89,1.1411,0.3702,10.3646,15.1,62.6,1
45.03,-0.78,0.32,-1.99,0.5636,0.056,2.0105,21.4,48.2,0
11.0,6.86,-4.33,-8.97,0.6502,1.1134,9.9598,3.2,86.5,2
30.69,1.01,1.69,0.21,0.5147,0.2023,1.7049,24.2,49.0,0
26.59,3.0,4.13,-2.85,0.76,0.3569,5.0229,12.1,77.5,1
8.23,2.12,-27.24,-13.19,1.4757,1.6306,30.2649,7.9,64.7,3
27.3,3.42,-0.18,4.67,1.2858,0.3368,4.6686,15.3,79.1,1
10.44,5.81,-4.32,2.57,0.2037,0.6902,5.0287,5.8,76.1,2
3.04,12.95,-7.05,0.15,1.4939,0.8375,7.0477,2.1,85.0,3
27.75,0.73,2.14,1.51,0.3305,0.1582,2.619,22.8,43.0,0
6.3,3.58,-5.52,3.33,1.0802,0.7355,6.4447,3.3,81.3,2
21.14,1.57,8.34,-0.98,0.5354,0.2755,8.4,10.5,77.1,1
56.75,0.53,-5.61,1.94,0.3341,0.2084,5.9391,15.4,41.6,0
6.79,12.39,-0.93,-6.86,2.1859,1.3687,6.926,4.3,96.4,3
68.05,0.75,-0.2,-1.74,0.1561,0.1762,1.7541,16.6,46.3,0
72.76,1.16,-0.73,3.49,0.7919,0.0847,3.5602,20.9,65.0,0
26.66,-0.58,2.29,-4.83,0.0343,0.2868,5.3457,23.3,56.6,0
17.6,1.98,-0.6,-3.33,0.8168,0.2754,3.3818,6.3,68.5,1
14.86,6.24,-3.76,3.96,1.485,0.5518,5.4572,3.8,90.5,2
6.88,10.33,-9.68,1.15,1.3161,1.3293,9.7519,8.4,88.9,2
60.76,1.38,2.13,2.14,0.3266,0.1213,3.0202,20.7,51.2,0
41.98,0.29,-0.11,-1.21,0.313,0.0691,1.2136,20.4,58.6,0
40.93,1.46,0.15,-1.7,0.4639,0.1441,1.702,22.2,32.6,0
4.11,9.72,4.58,-3.95,2.9706,1.6847,6.0434,5.7,97.2,3
2.41,7.67,3.32,2.84,1.459,0.5662,4.3753,3.3,92.0,3
20.41,2.6,7.83,3.65,0.2473,0.6644,8.6382,16.4,74.1,1
9.43,5.81,-9.79,10.24,1.1949,0.314,14.1672,4.6,88.6,2
26.8,2.31,3.86,3.03,0.5542,0.4198,4.9079,10.5,80.2,1
6.7,8.59,9.07,-2.33,1.6525,1.4378,9.3602,5.9,87.2,3
26.31,1.93,1.27,11.41,0.6891,0.4048,11.4768,14.7,74.1,1
27.62,0.6,-0.77,-18.12,3.7188,1.8947,18.1317,4.8,77.2,1
18.24,2.68,13.05,3.41,1.0427,0.5447,13.492,12.7,66.6,1
43.21,1.05,6.16,1.1,0.2379,0.1776,6.2534,21.9,33.5,0
29.28,1.23,-2.28,-3.68,0.891,0.1338,4.333,18.4,37.9,0
6.13,9.43,-7.43,1.59,2.1902,3.2706,7.6019,5.1,88.6,3
2.14,13.49,-4.37,7.31,0.2113,1.2707,8.5178,3.7,95.2,3
1.42,19.81,-8.03,1.35,0.6477,1.3461,8.1444,4.7,95.4,3
4.58,6.72,-2.96,-9.15,1.5756,1.2685,9.6132,6.4,77.4,2
29.8,0.84,-1.88,1.25,0.315,0.2485,2.2516,21.8,40.0,0
12.0,3.92,1.94,2.41,0.5641,0.268,3.09,9.7,55.4,1
12.17,3.12,5.11,3.74,0.4711,0.46,6.3354,15.2,76.0,1
11.86,5.52,6.38,5.28,0.4487,0.459,8.2824,3.3,81.5,2
8.04,6.04,1.2,-3.27,0.678,0.6087,3.4855,9.6,85.1,2
57.5,0.13,0.13,-1.26,0.4978,0.2746,1.2649,22.4,46.4,0
2.82,11.73,6.45,0.59,2.5723,0.8403,6.4785,3.4,86.5,3
53.77,-0.24,1.25,-0.04,0.4112,0.1295,1.255,19.4,60.1,0
28.56,-0.84,-3.66,2.15,0.6782,0.1805,4.2431,17.9,60.8,0
21.52,-0.64,-0.8,-1.17,0.1811,0.1701,1.4198,18.0,56.4,0
25.14,2.99,-7.01,-2.87,0.5364,0.3727,7.5747,17.3,65.5,1
23.81,0.57,2.88,-0.39,0.3382,0.1639,2.9073,22.2,35.4,0
4.1,15.24,-1.72,6.43,0.7255,1.6539,6.6603,4.5,92.8,3
22.03,2.3,-7.68,-9.34,0.6093,0.4043,12.0925,8.3,69.6,1
5.06,12.08,-4.07,0.12,1.3027,0.6742,4.0699,5.8,91.2,3
9.03,8.12,-5.1,-3.77,1.174,1.0025,6.341,7.9,75.9,2
14.2,6.33,-6.09,1.49,1.1449,0.3418,6.2716,6.1,73.7,2
13.87,3.06,1.41,-0.44,1.488,0.8298,1.4726,5.6,80.5,2
